"RegionName","City","State","Metro","CountyName","SizeRank","2010-09","2010-10","2010-11","2010-12","2011-01","2011-02","2011-03","2011-04","2011-05","2011-06","2011-07","2011-08","2011-09","2011-10","2011-11","2011-12","2012-01","2012-02","2012-03","2012-04","2012-05","2012-06","2012-07","2012-08","2012-09","2012-10","2012-11","2012-12","2013-01","2013-02","2013-03","2013-04","2013-05","2013-06","2013-07","2013-08","2013-09","2013-10","2013-11","2013-12","2014-01","2014-02","2014-03","2014-04","2014-05","2014-06","2014-07","2014-08","2014-09","2014-10","2014-11","2014-12","2015-01","2015-02","2015-03","2015-04","2015-05","2015-06","2015-07","2015-08","2015-09","2015-10","2015-11","2015-12","2016-01","2016-02","2016-03","2016-04","2016-05","2016-06"
"Washington Park","Chicago","IL","Chicago","Cook",343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,1050,1075,1144,1100,1080,1070,1090,1100,1100,1100,1025,965,885,895,1012.5,1100,995,997.5,1095,1050,1125,1100,1100,1050,1001,1075,1090,1050,1139,1130,1200,1250,1225,1250,1300,1125
"Shaw","Washington","DC","Washington","District of Columbia",344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2509.5,2447,2745,2416.5,2322,2453.5,2721,2850,2850,2801.5,2906,2901,2891,2889,2670,2596,2682,2800,2802.5,2850,2893,2759
"The Waterfront","Jersey City","NJ","New York","Hudson",345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2880,2700,2689,2785,2890,3165,3035,2925,2862.5,2900,3000,3015,3067.5,3032.5,2992.5,2990,3000,2852.5,2890,2975,3045,2820,2730,2825,2932.5,2932.5,2990,3335.5,3230,3085,3240,3165.5,3010,3050,2995,3067.5,3060,3120,2922.5,3085
"Old Fourth Ward","Atlanta","GA","Atlanta","Fulton",346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1331,1300,1300,1424,1425.5,1494,1475,1520,1489.5,1514,1500,1539,1522,1534.5,1500,1534.5,1627,1624.5,1561,1495,1529,1635.5,1569,1614.5,1648.5,1639,1593,1689,1753
"West 7th","Saint Paul","MN","Minneapolis-St Paul","Ramsey",347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1019,1160,1190,1295,1242.5,1295,1295,1310,1320,1220,1250,1320,1225,1200,1225,1200,1355,1265,1400,1400,1400,1400,1400,1330
"Fairlington-Shirlington","Arlington","VA","Washington","Arlington",348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2185,2127.5,2210,2390,2386.5,2370,2257.5,2032.5,2106.5,2100,2112,1975,1993,2149,2018.5,2114,2185,2300,2140,2147.5,2140,2172,2140,2100,2127,2045,2077.5,2018,2225
"Parker Lane","Austin","TX","Austin","Travis",349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,900,925,932,999,1055,1065,1095,997,1050,955,925,944.5
"Six Forks","Raleigh","NC","Raleigh","Wake",350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1152.5,1160.5,1164,1185,1202,1190,1196,1202,1186,1268.5,1312.5,1290,1193,1310,1175,1225,1225,1235,1297
"Chestnut Hill","Philadelphia","PA","Philadelphia","Philadelphia",351,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1275,1295,1200,1250,1331,1350,1436,1450,1349,1342,1355,1395,1447.5,1382,1550,1507.5,1401,1315,1212.5
"The Loop","Chicago","IL","Chicago","Cook",352,,,,,,1609,1695,1673.5,1670,1796,1796,1796,1800,1780,1800,1900,1875,1845,1900,2013,1930,1933.5,1956,1919,1947,1925,1925,1932,1950,1985,1958.5,1925,1890,1930,1945,1887,1900,1911,1925,1953,1995,1990,2025,2035,2035,2050,2098,2177,2196,2101,2097,2042,1984,2204,2242,2250,2257,2268.5,2346.5,2309,2502,2512,2509,2380,2356,2299,2350,2300,2315.5,2416
"Murray Hill","New York","NY","New York","New York",353,,,,,,,2600,2689,2700,2700,2750,2799,2750,2700,2900,2850,2900,2850,2800,2800,2911.5,2900,2995,2990,2975,3000,3000,3000,3000,3100,3050,3000,3000,3000,3100,3200,3100,3100,3000,3000,3150,3195,3195,3195,3200,3200,3272.5,3200,3200,3300,3400,3300,3372.5,3400,3495,3400,3500,3600,3481,3650,3595,3300,3295,3200,3200,3300,3200,3325,3350,3450
"Oceanfront","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2500,2150,2100,2400,2250,2100,2100,2305,2350,2500,2500,2500,2400,2500,2750
"Mission Valley East","San Diego","CA","San Diego","San Diego",355,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1855,1907.5,2010,1935,1905,1855,1840,1868,1845,2000,2050,1990,1952.5,1917,2020,2040,1895,1932.5,2015,2180,2070
"East Cambridge","Cambridge","MA","Boston","Middlesex",356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2943.5,2904,3140,3152.5,3134.5,3049,3006,3110,3000,2950,3000,3000,3115.5,3000,2987,3026.5,3000,3041,2966.5
"North End","Boston","MA","Boston","Suffolk",357,,,,,,,,,,,2200,2300,2400,2450,2400,2450,2395,2400,2100,2400,2400,2400,2400,2400,2400,2495,2500,2400,2335,2200,2400,2500,2600,2600,2600,2600,2650,2600,2600,2500,2500,2600,2650,2652.5,2500,2500,2600,2600,2550,2500,2500,2500,2550,2550,2600,2595,2600,2600,2600,2550,2500,2400,2400,2500,2500,2500,2600,2650,2550,2600
"Radnor-Ft Myer Heights","Arlington","VA","Washington","Arlington",358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640,2630,2619,2608,2402,2430,2427,2446,2525,2399,2440,2475,2405,2395,2442,2444,2400,2585
"Oak Creek","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2362.5,2047.5,2117.5,2240,2217.5,2245,2205,2180,2180,2145,2160,2150,2215,2235,2155,2165,2170,2222.5,2260,2250,2365,2295
"College Hill","Providence","RI","Providence","Providence",360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1700,1500,1495,1400,1425,1350,1500,1650,1600,1687.5,1875,1700,1700,1600,1600,1600,1725
"Downtown","New York","NY","New York","Kings",361,,,,,,,,,,2600,2600,2566,2440,2443,2500,2783,2960,2880,2910,2910,2875,2900,2950,2962.5,2915,2918,2898,2920,3100,2983.5,2890,2895,2970,3097.5,3080,3042.5,3097.5,3000,2962.5,2950,2960,2975,2900,2900,2960,2986.5,2950,3050,3080,3202.5,3200,3225.5,3254,3265,3425,3297.5,3330,3200,3262.5,3247.5,3250,3260,3135,3138,3055,3095,3140,3094.5,3135,3300
"Douglas Park","Arlington","VA","Washington","Arlington",362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2060,2100,2020,2020,2020,2020,1940,1935,1940,1940,2020,2020,1977.5,2020,2020,1977.5,1977.5,1935
"Verdugo Viejo","Glendale","CA","Los Angeles-Long Beach-Anaheim","Los Angeles",363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2118.5,2075,2125,2125,2087.5,2075,1980,2075,2110,2075,2119,2275,2250
"Upper Eastside","Miami","FL","Miami-Fort Lauderdale","Miami-Dade",364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1550,1660,1662.5,1757.5,1800,1720,1800,1780,1710,1800,1900,1795,1845,1895,1890,1842.5
"Florida Center North","Orlando","FL","Orlando","Orange",365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,979.5,979.5,960,995,999.5,959.5,979,979,950,959.5,1000,1024,1009,1049.5,1049
"Beacon Hill","Boston","MA","Boston","Suffolk",366,,,,,,,,,,,,,,,,,2400,2325,2275,1900,2100,2000,1850,2000,2175,2200,2000,2200,2500,2572.5,2375,2400,2450,2300,2450,2500,2625,2657,2650,2600,2550,2500,2500,2500,2450,2400,2400,2400,2450,2400,2395,2300,2300,2500,2400,2400,2400,2300,2300,2400,2400,2400,2400,2400,2600,2600,2600,2600,2600,2400
"West Cambridge","Cambridge","MA","Boston","Middlesex",367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2972.5,2745,2497.5,2495,2650,2625,2495,2650,2400,2387.5,2400,2365,2400,2700,2600,2500,2550,2600,2600,2450,2450,2500,2500,2575,2800,2775,2600,2750,2797.5,2600,2700,2500,2552.5,2772.5,2800,2700,2700,2760,2800
"Baymeadows","Jacksonville","FL","Jacksonville","Duval",368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1029,1029,1000,999,999,985,985,999.5,990,1000,980,1006,1055,1059,1124,1114
"Chinatown","Boston","MA","Boston","Suffolk",369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2795,2925,2595,2947.5,2875,2930,3225,3112.5,3197.5,3300,3300,3330,3366,3300,3232.5,3200,3351,3275.5
"Woodbury","Irvine","CA","Los Angeles-Long Beach-Anaheim","Orange",370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1949,1947,1885,1860,1880,1945,1985,1985,2007.5,2055,1940,1900,1905,1910,1975,1840,1860,1852.5,1950,1890,1880,1865,1872.5,1937.5,2050,1940,1940,1962.5,1950,1965,1970
"Little Italy","New York","NY","New York","New York",371,,,,,,,,,,,,,3350,3197.5,3200,3000,3085,3000,3295,3395,3495,3495,3495,3500,3397.5,3397.5,3495,3495,3495,3395,3450,3495,3495,3495,3495,3495,3500,3650,3575,3495,3495,3450,3495,3495,3450,3785,3750,3597.5,3500,3600,3800,3650,3800,3725,3839,4000,3395,3400,3495,3495,3425,3400,3395,3400,3375,3272.5,3397.5,3495,3395,3595
"Near Northeast","Washington","DC","Washington","District of Columbia",372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2364,2479.5,2498.5,2404.5,2296,2344.5,2292,2395,2159.5,2356,2525,2455,2457.5,2510,2649,2755,2590,2617.5,2240
"Charles Village","Baltimore","MD","Baltimore","Baltimore City",373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,895,910,890,882.5,895,897.5,950,935,900,922.5,900,900,900,912.5,970,1000,997.5,1060,930,1035
"Belltown","Seattle","WA","Seattle","King",374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1757.5,1680,1660,1631,1638,1665,1695,1675,1745,1745,1746,1734.5,1746,1746,1746,1746,1775,1775,1804.5,1874,1917.5,1882,1882,1795,1796,1754,1815,1875,1907,1886.5,1935.5,1898.5
"East Murphy","Sunnyvale","CA","San Jose","Santa Clara",375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2300,2485,2710,2795,2800,2930,2650,2625,2655,2682.5,2947.5,2935,2985,2990,3030,2925,3130,3094,2975,2995,2992.5,2980,2989,3107.5,3197.5,3247.5,2940,3050
"Highland","Denver","CO","Denver","Denver",376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1865,1760,1910,1847.5,1827.5,1695,1826.5,1767.5,1805,1848,1780,1625,1600,1550,1600,1620,1646,1650,1805,1729,1746.5,1760,1760,1860,1752.5,1750,1710,1752,1617.5,1665,1403
"River North","Chicago","IL","Chicago","Cook",377,,,,,,,,,,,,,,2143.5,2145,2098,2055,2070,2016.5,2043,2280,2302.5,2325,2378,2097.5,2035,2246,2107.5,2225,2320,2350,2352.5,2375,2392,2307.5,2328,2350,2260,2179.5,2150,2230.5,2173,2238,2330.5,2446.5,2556,2517,2525,2455,2435,2562,2500,2473.5,2456,2287,2486,2555,2496,2495,2511.5,2627,2629,2502,2491,2546,2610,2589,2500,2633,2556
"Barton Hills","Austin","TX","Austin","Travis",378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1400,1434,1452.5,1543,1533.5,1582,1635,1576.5,1650,1667,1662.5,1706,1638,1665,1697.5,1665
"Southwest Waterfront","Washington","DC","Washington","District of Columbia",379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2189,2195,2244.5,2239,2189,2239,2259,2309,1979,1979,1924,1989,2089,2119,2219,2089,2079,2186.5,2169,2129,2199,2199,2119
"Midtown","Houston","TX","Houston","Harris",380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1619.5,1605,1625,1610,1605,1635,1654.5,1739,1700,1679,1679,1746,1735.5,1770,1579,1675,1705,1699,1699,1694,1679,1675,1674,1677,1694.5,1740,1759,1749,1739,1690,1560,1550,1602.5,1559,1575,1636,1605,1618
"Buckman","Portland","OR","Portland","Multnomah",381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1197.5,1245,1247.5,1310,1285,1450,1425,1395,1375,1395,1395,1450,1495,1400,1425
"Windsor Terrace","New York","NY","New York","Kings",382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2225,2500,2600,2600,2633,2700,2500,2500,2600,2595,2600,2675,2768,2650,2500,2500,2500,2650,2500,2400
"East Village","San Diego","CA","San Diego","San Diego",383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2117.5,1819,2050,2137.5,2125,2250,2300,2288,2430,2198.5,2117,2122.5,2180,2227,1967.5,1900,1964.5,1965,1963,2066,2101,2305,2165,2159,2159,2260,2320,2230,2402.5,2305,2610,2422.5,2318
"Clarendon-Courthouse","Arlington","VA","Washington","Arlington",384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2336,2217.5,2567.5,2732,2599,2726,2600,2570,2817.5,2595,2605,2580,2605,2550,2645,2645,2645,2432.5,2420,2255,2318.5,2220,2200,2180,2275,2420,2375,2420,2240,2290,2225,2255,2230,2211,2210,2210,2265,2230,2285,2308.5
"Ballantyne East","Charlotte","NC","Charlotte","Mecklenburg",385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1160,1190,1195,1135,1165,1220,1230,1205,1270,1395,1215,1209.5,1214.5,1259,1245,1235,1266,1287.5,1207
"Westville","New Haven","CT","New Haven","New Haven",386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1175,1295,1295,1295,1250,1137.5,1100,1075,1090,1150,1150,1200
"Loring Park","Minneapolis","MN","Minneapolis-St Paul","Hennepin",387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1788.5,1635,1695,1567.5,1565,1655,1603,1455,1565,1724,1606,1735,1684,1772,1757,1757,1567.5
"Powelton","Philadelphia","PA","Philadelphia","Philadelphia",388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1337.5,1350,1290,1067.5,1159.5,1199,1350,1378,1400,1400,1295,1295,1302,1250,1325
"Downtown","Saint Paul","MN","Minneapolis-St Paul","Ramsey",388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1391.5,1405,1353,1440,1453,1450,1465,1475,1430,1400,1385,1307.5,1385,1460,1375,1347.5,1470,1442.5,1372.5,1413,1440.5,1355.5,1290,1410,1372.5
"Ballard","Seattle","WA","Seattle","King",390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1830,1770,1820,1695,1790,1870,1905,2020,1895,1895,1820,1703,1770,1800,1800,1800,1795,1811,1797,1815.5,1879,1829.5,1814.5,1795,1774,1750,1807,1768,1890,1802,1825
"Old City","Philadelphia","PA","Philadelphia","Philadelphia",391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1810,1800,1795,1787.5,1805,1750,1750,1800,1885,1840,1895,1895,1895,1895,1850,1917.5,1885,1900,1850,1850,1850,1795,1800,1800,1800,1925,1800,1795,1800,1772.5,1755,1795,1795,1725,1775,1775,1750,1750
"South Lamar","Austin","TX","Austin","Travis",392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1277.5,1350,1405,1399,1350,1335,1366,1452,1337.5,1327.5,1327.5,1300,1200,1337.5,1405,1465,1412.5,1325,1325,1450,1401.5,1405,1377,1425,1400,1400
"Downtown","Cleveland","OH","Cleveland","Cuyahoga",393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,1890,1970,2100,1827.5,1802.5,1872.5,1545,1596,1712.5,1513,1595
"North Buckhead","Atlanta","GA","Atlanta","Fulton",394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1654.5,1500,1536,1566,1566,1727.5,1817.5,1795,1702.5,1739,1739.5,1797,1794.5,1696,1610.5,1560,1559.5,1630,1650,1680.5,1677.5,1697.5,1710
"Glover Park","Washington","DC","Washington","District of Columbia",395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1762.5,1800,1865.5,1857,1730,1777.5,1844.5,1703.5,1632.5,1695.5,1718,1759,1701,1657,1605,1879,1875,1855,1846.5,1753,2005,2060,2045,1900,1883,1800,1700,1713
"Deerwood","Jacksonville","FL","Jacksonville","Duval",396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1150,1122.5,1125,1157,1125,1145,1155,1135,1132.5,1181,1222.5,1226,1175.5
"Federal Hill","Providence","RI","Providence","Providence",397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1200,1200,1200,1200,1200,1175,1200,1200,1200,1150,1200,1300,1350,1300,1299.5,1250,1200,1250,1200,1200,1200,1200,1200,1400,1400,1300,1400,1300,1400
"Grantville","San Diego","CA","San Diego","San Diego",398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1900,2075,2077.5,2192.5,2187.5,2225,2217.5,2165,2185,2310,2282.5,2325,2277.5,2290,2275,2290,2305,2380,2345
"East Ukrainian Village","Chicago","IL","Chicago","Cook",399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2067.5,2085,2095,2085,2050,2050,2100,2197.5,1895,2025,1895,1895,1925,1995,1995,1772.5,1895,1875,1895,1895,1895,1895,1895,1850,1850,2025,2095,2065,2050,2075,2150
"South Juanita","Kirkland","WA","Seattle","King",400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1598,1839.5,1665,1620,1647,1655,1675,1675,1733,1740.5,1755,1727.5,1700,1645.5,1664,1696,1705,1777,1820,1814,1979.5
"Dilworth","Charlotte","NC","Charlotte","Mecklenburg",401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1314,1324,1259.5,1239.5,1292,1295,1314,1404,1384,1384,1324,1329,1319,1345,1329,1329,1369,1374,1379,1374,1384,1419,1379,1419,1392.5,1429,1412,1379,1429,1449.5,1495,1495,1419,1419.5
"Old Town Triangle","Chicago","IL","Chicago","Cook",402,,,,,,,,,,,,,,,,,,,,,,,,,,1785,1810,1700,1710,1700,1700,1902.5,1869.5,1805,1785,1949,1950,2000,2015,2002.5,2005,1940,1900,1900,1795,1935,1750,1800,1800,1970,2177,2000,1950,1887.5,1750,1962.5,1950,2270,2025,2000,1950,1975,1975,1975,1920,1880,1856,1912.5,1995,2250
"West Woodlawn","Chicago","IL","Chicago","Cook",403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1125,1100,1025,1075,1150,1125,1100,1100,1100,1100,1100,1100,1100,1100,1097.5,1100,1100,1100,1150,1100,1100,1100,1100,1100,1150,1150,1144.5,1100,1050,1100,1100,1150,1150,1144.5,1135,1000,1000,1100,1100,1150
"Isle of Normandy","Miami Beach","FL","Miami-Fort Lauderdale","Miami-Dade",404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1812.5,1687.5,1425,1362.5,1450,1350,1400,1350,1375,1500,1399,1399,1400,1400,1312.5,1350,1325,1350,1400,1502.5,1450,1475,1400,1375,1425
"Margate Park","Chicago","IL","Chicago","Cook",405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,1175,1175,1025,917.5,1072.5,1175,1275,1275,1175,1300,1275
"Wellington-Harrington","Cambridge","MA","Boston","Middlesex",406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2800,2850,2950,2600,2550,2450,2400,2462.5,2500,2220,2450,2300,2300,2500,2700,2650,2550,2437.5,2450,2450,2350,2350,2300,2400,2800,2800,2600,2700
"Downtown","Seattle","WA","Seattle","King",407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2787.5,2799,2715.5,2766,2605,2736,2435,2585,2568.5,2585,2648,2685,2657.5,2885,2523
"The Museum District","Richmond","VA","Richmond","Richmond City",408,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,932.5,922.5,940,995,939.5,934,1080,1099.5,980,1050,1024,975,995,995,1007.5,995
"Downtown","New Haven","CT","New Haven","New Haven",409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1650,1731.5,1860,1785,1860,1750,1862.5,1810,1882.5,1734,1860,1800,1791,1800,1861,1702.5
"East Avenue","Rochester","NY","Rochester","Monroe",410,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,925,875,975,1007.5,975,880,910,825,795,762.5,750,850,785,775
"North Burnett","Austin","TX","Austin","Travis",411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1470,1388.5,1368.5,1365,1380,1265,1247,1453.5,1417,1467,1450,1660,1660,1660,1670,1660,1660,1748.5,1645
"Mount Vernon Square","Washington","DC","Washington","District of Columbia",412,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2340,2395,2290,2335,2275,2270,2350,2222.5,2325,2325,2302.5,2350,2425,2344,2325,2367.5,2315,2250,2250,2294,2318.5,2305,2398.5,2370,2398,2307,2310,2442.5,2439.5,2435,2445,2465
"Lowry Hill East","Minneapolis","MN","Minneapolis-St Paul","Hennepin",413,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1550,1537.5,1555,1517.5,1517.5,1510,1535,1500,1447.5,1415,1462.5,1350,1355,1392.5,1295,1195,1397.5,1400,1470,1493,1552.5,1575,1557.5,1660,1670,1630,1565,1595,1597.5,1587.5,1630,1600,1600,1613
"Sheridan Park","Chicago","IL","Chicago","Cook",414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1100,1100,1137.5,1250,1150,945.5,1025,1000,935,945,1050,945
"Forest Hills","Washington","DC","Washington","District of Columbia",415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1766,1905,2035,1964,1859.5,1865,1895,1900,1890,1879,1885,1925,2028,2042.5,2020,2060,2225,2145,2115,2016.5,1943,1955,1953,1955,1955,2045,2047,2105,2075,2005,1975,1950,1980,1987,1990,2075,2070
"Columbia Heghts","Arlington","VA","Washington","Arlington",416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1587.5,1600,1587.5,1587.5,1587.5,1575,1570,1587.5,1600,1587.5,1575,1545
"South Central Beach","Hollywood","FL","Miami-Fort Lauderdale","Broward",417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2200,2000,1972.5,2100,2000,2100,2000,2000,2000,1975,1926,1950,1950,2050,2300,2250,2100,2200,2002.5,2225,2250,2000
"The Port - Area 4","Cambridge","MA","Boston","Middlesex",418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2600,2225,2325,2600,2300,2200,2200,2477.5,2500,2500,2500,2600,2700,2700,2600,2600,2550,2775,2400,2500,2600,2700,2700,2700,2850,3000,2800,2750,2600,2700,2700,2600,2850,3000,2875,2925,3000,3262.5
"Downtown","Austin","TX","Austin","Travis",419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2250,2180,2296.5,2185,2184,2297,2040,2005,2010,2100,2216,2215,2223.5,2233.5,2240,2259,2200,2295,2220,2264,2213,2209.5,2065,2205,2255,2200,2215,2205,2115,2130,2235,2230.5,2184.5,2252,2328.5,2355,2388,2398,2350,2275
"East Chatham","Chicago","IL","Chicago","Cook",420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,849,850,775,825,850,900,800,830,899.5,962.5,889,837.5,980
"NoHo","New York","NY","New York","New York",421,,,,,,,,,,,,,,,,,,,,4710,4847.5,4600,4895,4895,4675,3875,3750,3637.5,3650,3695,3695,3650,3637.5,3800,3995,3850,4100,3900,3795,3650,3750,3750,3800,3800,3900,4200,4750,4495,4500,4500,4495,4295,4247.5,4297.5,4385,4495,4000,4100,4295,4395,4397.5,4400,4395,4447.5,4650,4550,4495,4450,4400,4195
"Junction","Seattle","WA","Seattle","King",422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827.5,1757,1830,1789.5,1810,1822.5,1759,1780,1787.5,1787.5,1869,1787.5,1767.5,1767.5,1776
"Core-Columbia","San Diego","CA","San Diego","San Diego",423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,2142.5,2095,2145,2220,2130,2170,2007.5,2127.5,2055,2105,2037.5,2112,2064,1928,2035,2125,2140,2166.5,2162,2180,2110,2157.5,2138.5,2116,2112.5,2110,2108,2109,2109,2107
"Bouldin","Austin","TX","Austin","Travis",424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,1635,1900,2035,2061,2067,2066,2205,1980.5,1950,2017.5,2250,2078.5,2266,1997.5
"Hyde Park","Austin","TX","Austin","Travis",425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1180,1000,950,927.5,925,900,925,930,925,950,960,975,975,970,1000
"West End","Boston","MA","Boston","Suffolk",426,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089,3095,3200,3272.5,3284,3059,3150,2990,2925,3032,3050,3097.5,3142.5,3077.5,2949,3280.5,3159.5,3054.5,3000,3010,2905,2937.5,2869,2850,2855,3050,3140,3200,3140,3140,3155,3190,3212.5,3130,3000,3140,3165,3219,3299,3145
